antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Antecedent,Knowledge_Gap
"frozenset({'Question Type=Architecture', 'Question Intent=Determine implementation approach', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.06222222222222222,0.45666666666666667,0.06222222222222222,1.0,2.18978102189781,1.0,0.03380740740740741,inf,0.5793838862559242,0.1362530413625304,1.0,0.5681265206812652,Question Complexity=High + Question Intent=Determine implementation approach + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Intent=Determine implementation approach', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.06444444444444444,0.45666666666666667,0.06,0.9310344827586207,2.0387616410772713,1.0,0.03057037037037037,7.87833333333333,0.5446027975719187,0.13012048192771083,0.8730696001692405,0.5312106720362446,Presales Category=Solution Architecture + Question Complexity=High + Question Intent=Determine implementation approach,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Determine implementation approach', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.10888888888888888,0.45666666666666667,0.056666666666666664,0.5204081632653061,1.1395799195590646,1.0,0.00694074074074074,1.1329078014184397,0.13745049141851257,0.111353711790393,0.1173156379116064,0.322247877253091,"Business Capability=Risk, compliance and identity control + Question Complexity=High + Question Intent=Determine implementation approach",Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.16555555555555557,0.2111111111111111,0.05555555555555555,0.3355704697986577,1.5895443306252206,1.0,0.020604938271604936,1.187317620650954,0.44447403462050594,0.17301038062283736,0.1577653842518196,0.29936418226774986,"Business Capability=Risk, compliance and identity control + Question Complexity=High + Question Intent=Request presales guidance",Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Intent=Request presales guidance', 'Presales Category=Security & Compliance', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.08222222222222222,0.2111111111111111,0.05444444444444444,0.6621621621621621,3.1365576102418204,1.0,0.037086419753086415,2.3351111111111105,0.7422048722636754,0.22790697674418603,0.5717548534449941,0.4600284495021336,"Business Capability=Risk, compliance and identity control + Presales Category=Security & Compliance + Question Intent=Request presales guidance",Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Intent=Determine implementation approach', 'Presales Category=Security & Compliance', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.07222222222222222,0.2111111111111111,0.052222222222222225,0.7230769230769232,3.4251012145748994,1.0,0.03697530864197531,2.8487654320987663,0.7631545419798701,0.2259615384615385,0.648970747562297,0.48522267206477737,Presales Category=Security & Compliance + Question Complexity=High + Question Intent=Determine implementation approach,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.3111111111111111,0.45666666666666667,0.24555555555555555,0.7892857142857143,1.7283628779979143,1.0,0.10348148148148148,2.578531073446327,0.6117355130637863,0.47021276595744677,0.612182296231376,0.6634993048314216,Presales Category=Solution Architecture + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.3055555555555556,0.45666666666666667,0.21222222222222223,0.6945454545454545,1.5209024552090245,1.0,0.07268518518518519,1.7787698412698407,0.49319371727748695,0.38585858585858585,0.43781372002230884,0.5796328245963283,Presales Category=Solution Architecture + Question Complexity=High,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Type=Architecture', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.22444444444444445,0.45666666666666667,0.18444444444444444,0.8217821782178217,1.7995230179952302,1.0,0.08194814814814814,3.048703703703703,0.5728760313460144,0.3713646532438478,0.6719917390512057,0.6128375611283756,Question Complexity=High + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.4166666666666667,0.45666666666666667,0.1711111111111111,0.4106666666666666,0.8992700729927007,1.0,-0.019166666666666693,0.921945701357466,-0.16108949416342433,0.24367088607594936,-0.08466257668711664,0.3926812652068126,"Business Capability=Risk, compliance and identity control + Question Complexity=High",Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Security & Compliance', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.24666666666666667,0.2111111111111111,0.15555555555555556,0.6306306306306306,2.987197724039829,1.0,0.10348148148148148,2.135772357723577,0.8830594184576486,0.5147058823529411,0.5317853064331938,0.6837363679468942,Presales Category=Security & Compliance + Question Complexity=High,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Intent=Request presales guidance', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.3,0.45666666666666667,0.1511111111111111,0.5037037037037038,1.1030008110300082,1.0,0.01411111111111113,1.0947761194029852,0.133403361344538,0.24954128440366974,0.08657123381049772,0.4173019735063531,Question Complexity=High + Question Intent=Request presales guidance,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Type=Architecture', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.17777777777777778,0.45666666666666667,0.13777777777777778,0.7749999999999999,1.6970802919708028,1.0,0.05659259259259258,2.414814814814814,0.4995640802092415,0.2774049217002237,0.5858895705521471,0.5383515815085158,Business Capability=Hybrid connectivity and network foundation + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Presales Category=Solution Architecture'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.19111111111111112,0.45666666666666667,0.13666666666666666,0.7151162790697674,1.5659480563571548,1.0,0.049392592592592585,1.907210884353741,0.44679710533369066,0.2673913043478261,0.47567413325724056,0.507193176031234,Presales Category=Solution Architecture + Question Intent=Request presales guidance,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Question Type=Architecture'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.17,0.45666666666666667,0.1322222222222222,0.7777777777777777,1.7031630170316299,1.0,0.05458888888888888,2.444999999999999,0.4974182444061962,0.2674157303370786,0.5910020449897748,0.5336577453365774,Question Intent=Request presales guidance + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.19111111111111112,0.45666666666666667,0.13111111111111112,0.686046511627907,1.502291631301986,1.0,0.04383703703703705,1.7306172839506173,0.41334512944682444,0.25376344086021513,0.42217149379369384,0.4865755672494766,Business Capability=Hybrid connectivity and network foundation + Presales Category=Solution Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.18444444444444444,0.45666666666666667,0.12666666666666668,0.6867469879518073,1.503825521062352,1.0,0.04243703703703705,1.7344871794871801,0.41079879535350644,0.24622030237581,0.4234607140217313,0.48205962536276503,"Business Capability=Risk, compliance and identity control + Presales Category=Solution Architecture",Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Type=Commercial / Pricing', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Commercial Model | Pricing Template | SME'}),0.14666666666666667,0.17,0.12333333333333334,0.8409090909090909,4.946524064171123,1.0,0.0984,5.217142857142858,0.9349662162162162,0.6379310344827588,0.8083242059145674,0.7831996434937611,Question Complexity=High + Question Type=Commercial / Pricing,Public Documentation | Commercial Model | Pricing Template | SME
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.4166666666666667,0.2111111111111111,0.12111111111111111,0.2906666666666667,1.376842105263158,1.0,0.03314814814814815,1.112155388471178,0.46920052424639586,0.2390350877192983,0.10084507042253524,0.4321754385964912,"Business Capability=Risk, compliance and identity control + Question Complexity=High",Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Presales Category=Security & Compliance', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.1922222222222222,0.2111111111111111,0.11888888888888889,0.6184971098265897,2.9297231518101614,1.0,0.07830864197530865,2.0678451178451183,0.8154109192816466,0.41796875,0.5164047871041277,0.5908275022817159,"Business Capability=Risk, compliance and identity control + Presales Category=Security & Compliance",Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Type=Architecture', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.1288888888888889,0.45666666666666667,0.10444444444444445,0.810344827586207,1.774477724641329,1.0,0.045585185185185194,2.8648484848484856,0.5010312635692575,0.21709006928406466,0.6509414004654116,0.5195276449366558,"Business Capability=Risk, compliance and identity control + Question Type=Architecture",Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Security & Compliance', 'Question Type=Governance / Security'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.12666666666666668,0.2111111111111111,0.1,0.7894736842105263,3.7396121883656512,1.0,0.07325925925925926,3.7472222222222222,0.8388464800678541,0.4205607476635514,0.7331356560415122,0.631578947368421,Presales Category=Security & Compliance + Question Type=Governance / Security,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Complexity=High', 'Question Type=Governance / Security'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.13444444444444445,0.2111111111111111,0.1,0.743801652892562,3.52327098738582,1.0,0.07161728395061728,3.07921146953405,0.8274140636143203,0.4072398190045249,0.675241531835642,0.6087429317094388,Question Complexity=High + Question Type=Governance / Security,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Complexity=Medium', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.13444444444444445,0.45666666666666667,0.09555555555555556,0.7107438016528925,1.5563732882910055,1.0,0.034159259259259264,1.8783809523809523,0.41300713496731056,0.19282511210762332,0.46762662880900463,0.459994771872675,Business Capability=Hybrid connectivity and network foundation + Question Complexity=Medium,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Determine implementation approach', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.1922222222222222,0.45666666666666667,0.09555555555555556,0.4971098265895954,1.0885616640648075,1.0,0.007774074074074086,1.0804214559386975,0.10071654777518328,0.17269076305220887,0.07443526366183204,0.3531777843410264,Question Complexity=High + Question Intent=Determine implementation approach,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Type=Architecture', 'Question Intent=Determine implementation approach'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.09,0.45666666666666667,0.08888888888888889,0.9876543209876544,2.1627466882941335,1.0,0.047788888888888895,44.0100000000002,0.5907967032967033,0.19417475728155342,0.9772778913883209,0.5911507614670632,Question Intent=Determine implementation approach + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Intent=Determine implementation approach'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.09666666666666666,0.45666666666666667,0.08777777777777777,0.9080459770114943,1.9884218474704254,1.0,0.04363333333333333,5.90875,0.5502825914335092,0.18854415274463007,0.8307594668923207,0.5501300444668177,Presales Category=Solution Architecture + Question Intent=Determine implementation approach,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=Medium'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.12,0.45666666666666667,0.08444444444444445,0.7037037037037037,1.5409570154095702,1.0,0.029644444444444452,1.8337500000000002,0.3989234449760766,0.17155756207674944,0.4546693933197001,0.44430927277642607,Presales Category=Solution Architecture + Question Complexity=Medium,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Type=Architecture', 'Question Complexity=Medium'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.10333333333333333,0.45666666666666667,0.08222222222222222,0.7956989247311829,1.7424064045208385,1.0,0.03503333333333333,2.659473684210527,0.4751833618004621,0.17209302325581394,0.6239857510389869,0.48787379326583474,Question Complexity=Medium + Question Type=Architecture,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.11666666666666667,0.45666666666666667,0.0811111111111111,0.6952380952380952,1.5224191866527632,1.0,0.027833333333333328,1.7828125,0.3884724735073662,0.16478555304740405,0.43908851884312,0.43642683350712547,Business Capability=Hybrid connectivity and network foundation + Question Intent=Request presales guidance,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.3,0.2111111111111111,0.08,0.26666666666666666,1.263157894736842,1.0,0.016666666666666677,1.0757575757575757,0.29761904761904784,0.18556701030927839,0.07042253521126761,0.32280701754385965,Question Complexity=High + Question Intent=Request presales guidance,Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Business Capability=Risk, compliance and identity control', 'Question Type=Governance / Security'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.10222222222222223,0.2111111111111111,0.07777777777777778,0.7608695652173912,3.6041189931350113,1.0,0.05619753086419753,3.298989898989898,0.8048090523338048,0.330188679245283,0.696876913655848,0.5646453089244851,"Business Capability=Risk, compliance and identity control + Question Type=Governance / Security",Public Documentation | Governance Framework | Risk Register | SME
"frozenset({'Question Type=Best Practice', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.12,0.45666666666666667,0.07333333333333333,0.6111111111111112,1.3381995133819953,1.0,0.01853333333333334,1.3971428571428572,0.2871900826446282,0.14569536423841062,0.28425357873210644,0.3858475263584753,Question Complexity=High + Question Type=Best Practice,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Presales Category=Migration Assessment', 'Question Complexity=High'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.09555555555555556,0.45666666666666667,0.07222222222222222,0.755813953488372,1.6550670514343913,1.0,0.02858518518518518,2.225079365079364,0.43761103761103753,0.15046296296296297,0.5505778285062061,0.45698240253494027,Presales Category=Migration Assessment + Question Complexity=High,Public Documentation | Architecture Blueprint | Methodology | SME
"frozenset({'Question Intent=Request presales guidance', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.16555555555555557,0.45666666666666667,0.07,0.4228187919463087,0.9258805663057855,1.0,-0.005603703703703708,0.9413565891472867,-0.08753760703540854,0.12676056338028172,-0.06229670193930909,0.2880517317395777,"Business Capability=Risk, compliance and identity control + Question Intent=Request presales guidance",Public Documentation | Architecture Blueprint | Methodology | SME
