antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Presales Category=Solution Architecture'}),"frozenset({'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Question Complexity=High'})",0.4588888888888889,0.18444444444444444,0.16666666666666666,0.3631961259079903,1.9691356223927183,1.0,0.08202716049382715,1.2807013096746938,0.9095414099931554,0.34965034965034963,0.21917781105884365,0.6334052918696578
frozenset({'Question Type=Architecture'}),"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Question Complexity=High'})",0.3522222222222222,0.21222222222222223,0.16666666666666666,0.47318611987381703,2.229672816159347,1.0,0.09191728395061727,1.495362608117099,0.8513779302458547,0.4189944134078212,0.33126587854222184,0.6292632170049713
frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Question Complexity=High'})",0.45666666666666667,0.20333333333333334,0.16666666666666666,0.36496350364963503,1.7949024769654183,1.0,0.0738111111111111,1.254521072796935,0.8150920245398773,0.3378378378378378,0.20288305897443729,0.5923178173985879
frozenset({'Question Complexity=High'}),"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",0.7666666666666667,0.24555555555555555,0.16666666666666666,0.21739130434782605,0.8853039543576626,1.0,-0.021592592592592608,0.9640123456790124,-0.35701163502755684,0.19710906701708272,-0.03733111353012747,0.44806216801101706
"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Question Complexity=High'}),0.12666666666666668,0.7666666666666667,0.12666666666666668,1.0,1.3043478260869565,1.0,0.029555555555555557,inf,0.26717557251908397,0.16521739130434782,1.0,0.5826086956521739
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.18444444444444444,0.45666666666666667,0.12666666666666668,0.6867469879518073,1.503825521062352,1.0,0.04243703703703705,1.7344871794871801,0.41079879535350644,0.24622030237581,0.4234607140217313,0.48205962536276503
"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Question Complexity=High'})","frozenset({'Business Capability=Risk, compliance and identity control'})",0.21222222222222223,0.4166666666666667,0.12666666666666668,0.5968586387434556,1.4324607329842933,1.0,0.03824074074074074,1.446969696969697,0.3832306436047806,0.252212389380531,0.3089005235602096,0.4504293193717278
"frozenset({'Question Complexity=High', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Presales Category=Solution Architecture'}),0.1711111111111111,0.4588888888888889,0.12666666666666668,0.7402597402597404,1.6131568189679573,1.0,0.04814567901234569,2.083277777777779,0.45856262640515505,0.2516556291390729,0.5199871996586578,0.5081443979749065
"frozenset({'Presales Category=Solution Architecture', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Question Complexity=High'})",0.18444444444444444,0.33,0.12666666666666668,0.6867469879518073,2.0810514786418404,1.0,0.06580000000000001,2.1388461538461545,0.6369568335006454,0.32664756446991405,0.5324581909728467,0.5352926858950956
"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})","frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",0.31,0.4166666666666667,0.12666666666666668,0.40860215053763443,0.9806451612903226,1.0,-0.0025000000000000022,0.9863636363636363,-0.02780867630700781,0.21111111111111114,-0.013824884792626717,0.3563010752688172
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High'})","frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Risk, compliance and identity control'})",0.3055555555555556,0.1711111111111111,0.12666666666666668,0.41454545454545455,2.4226682408500593,1.0,0.07438271604938274,1.4158040027605245,0.8456140350877195,0.36190476190476195,0.29368754569826955,0.5774025974025975
"frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High'})",0.1711111111111111,0.3055555555555556,0.12666666666666668,0.7402597402597404,2.4226682408500593,1.0,0.07438271604938274,2.6736111111111125,0.7084567988335452,0.36190476190476195,0.6259740259740262,0.5774025974025975
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",0.4166666666666667,0.31,0.12666666666666668,0.304,0.9806451612903225,1.0,-0.0025000000000000022,0.9913793103448276,-0.03272727272727276,0.21111111111111114,-0.008695652173913052,0.3563010752688172
"frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Question Complexity=High'})","frozenset({'Presales Category=Solution Architecture', 'Business Capability=Risk, compliance and identity control'})",0.33,0.18444444444444444,0.12666666666666668,0.38383838383838387,2.0810514786418404,1.0,0.06580000000000001,1.3236065573770492,0.7753338570306365,0.32664756446991405,0.2444884815457023,0.5352926858950956
frozenset({'Presales Category=Solution Architecture'}),"frozenset({'Question Complexity=High', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Risk, compliance and identity control'})",0.4588888888888889,0.1711111111111111,0.12666666666666668,0.27602905569007263,1.613156818967957,1.0,0.04814567901234569,1.1449201040505388,0.7024388486616954,0.2516556291390729,0.1265766087413745,0.5081443979749065
"frozenset({'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Question Complexity=High'})",0.4166666666666667,0.21222222222222223,0.12666666666666668,0.304,1.432460732984293,1.0,0.03824074074074074,1.1318646232439338,0.5175438596491229,0.252212389380531,0.11650211565585329,0.4504293193717278
frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",0.45666666666666667,0.18444444444444444,0.12666666666666668,0.2773722627737227,1.503825521062352,1.0,0.04243703703703705,1.1285970819304154,0.6166182326983103,0.24622030237581,0.11394419141192154,0.48205962536276503
frozenset({'Question Complexity=High'}),"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Risk, compliance and identity control'})",0.7666666666666667,0.12666666666666668,0.12666666666666668,0.16521739130434782,1.3043478260869563,1.0,0.029555555555555557,1.0461805555555554,1.0000000000000002,0.16521739130434782,0.044142051111848636,0.5826086956521739
"frozenset({'Presales Category=Security & Compliance', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Question Complexity=High'}),0.11888888888888889,0.7666666666666667,0.11888888888888889,1.0,1.3043478260869565,1.0,0.027740740740740732,inf,0.2648171500630516,0.15507246376811593,1.0,0.577536231884058
"frozenset({'Question Complexity=High', 'Presales Category=Security & Compliance', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),0.1922222222222222,0.2111111111111111,0.11888888888888889,0.6184971098265897,2.9297231518101614,1.0,0.07830864197530865,2.0678451178451183,0.8154109192816466,0.41796875,0.5164047871041277,0.5908275022817159
"frozenset({'Question Complexity=High', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Presales Category=Security & Compliance'}),0.12111111111111111,0.24666666666666667,0.11888888888888889,0.981651376146789,3.979667741135631,1.0,0.08901481481481481,41.056666666666665,0.8518969245129199,0.47767857142857145,0.9756434196638792,0.7318166790643855
"frozenset({'Presales Category=Security & Compliance', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Question Complexity=High'})","frozenset({'Business Capability=Risk, compliance and identity control'})",0.15555555555555556,0.4166666666666667,0.11888888888888889,0.7642857142857142,1.834285714285714,1.0,0.054074074074074066,2.474747474747474,0.5386128873585833,0.2622549019607843,0.5959183673469387,0.5248095238095238
"frozenset({'Presales Category=Security & Compliance', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Question Complexity=High'})",0.1922222222222222,0.20222222222222222,0.11888888888888889,0.6184971098265897,3.058502191450169,1.0,0.08001728395061729,2.0911447811447816,0.8332026379051023,0.4314516129032258,0.5217930346015748,0.6032045988693389
"frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Security & Compliance', 'Question Complexity=High'})",0.12111111111111111,0.24666666666666667,0.11888888888888889,0.981651376146789,3.979667741135631,1.0,0.08901481481481481,41.056666666666665,0.8518969245129199,0.47767857142857145,0.9756434196638792,0.7318166790643855
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Security & Compliance', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'})",0.4166666666666667,0.15555555555555556,0.11888888888888889,0.2853333333333333,1.8342857142857143,1.0,0.054074074074074066,1.181592039800995,0.7797062750333777,0.2622549019607843,0.15368421052631578,0.5248095238095238
"frozenset({'Presales Category=Security & Compliance', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'})","frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",0.15555555555555556,0.4166666666666667,0.11888888888888889,0.7642857142857142,1.834285714285714,1.0,0.054074074074074066,2.474747474747474,0.5386128873585833,0.2622549019607843,0.5959183673469387,0.5248095238095238
"frozenset({'Presales Category=Security & Compliance', 'Question Complexity=High'})","frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Business Capability=Risk, compliance and identity control'})",0.24666666666666667,0.12111111111111111,0.11888888888888889,0.481981981981982,3.979667741135631,1.0,0.08901481481481481,1.6966376811594202,0.9938797452650733,0.47767857142857145,0.41059896812109203,0.7318166790643855
"frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Question Complexity=High'})","frozenset({'Presales Category=Security & Compliance', 'Business Capability=Risk, compliance and identity control'})",0.20222222222222222,0.1922222222222222,0.11888888888888889,0.5879120879120879,3.0585021914501684,1.0,0.08001728395061729,1.9602074074074076,0.8436466821128263,0.4314516129032258,0.4898499025046481,0.6032045988693389
"frozenset({'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Security & Compliance', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Question Complexity=High'})",0.4166666666666667,0.15555555555555556,0.11888888888888889,0.2853333333333333,1.8342857142857143,1.0,0.054074074074074066,1.181592039800995,0.7797062750333777,0.2622549019607843,0.15368421052631578,0.5248095238095238
frozenset({'Presales Category=Security & Compliance'}),"frozenset({'Question Complexity=High', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Business Capability=Risk, compliance and identity control'})",0.24666666666666667,0.12111111111111111,0.11888888888888889,0.481981981981982,3.979667741135631,1.0,0.08901481481481481,1.6966376811594202,0.9938797452650733,0.47767857142857145,0.41059896812109203,0.7318166790643855
frozenset({'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME'}),"frozenset({'Question Complexity=High', 'Presales Category=Security & Compliance', 'Business Capability=Risk, compliance and identity control'})",0.2111111111111111,0.1922222222222222,0.11888888888888889,0.5631578947368421,2.9297231518101614,1.0,0.07830864197530865,1.8491298527443105,0.8349348427010663,0.41796875,0.4592050966480851,0.5908275022817159
frozenset({'Question Complexity=High'}),"frozenset({'Presales Category=Security & Compliance', 'Knowledge Gap=Public Documentation | Governance Framework | Risk Register | SME', 'Business Capability=Risk, compliance and identity control'})",0.7666666666666667,0.11888888888888889,0.11888888888888889,0.15507246376811593,1.3043478260869563,1.0,0.027740740740740732,1.042824471126358,0.9999999999999999,0.15507246376811593,0.04106584790832829,0.577536231884058
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Question Complexity=High'}),0.11777777777777777,0.7666666666666667,0.11777777777777777,1.0,1.3043478260869565,1.0,0.027481481481481468,inf,0.2644836272040301,0.15362318840579708,1.0,0.5768115942028985
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Question Complexity=High'})","frozenset({'Business Capability=Risk, compliance and identity control'})",0.20333333333333334,0.4166666666666667,0.11777777777777777,0.5792349726775956,1.3901639344262293,1.0,0.033055555555555546,1.386363636363636,0.3522933607010341,0.23451327433628316,0.2786885245901639,0.4309508196721311
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Question Type=Architecture'}),0.18444444444444444,0.3522222222222222,0.11777777777777777,0.6385542168674698,1.8129299532514918,1.0,0.05281234567901234,1.7921851851851849,0.5498174901033366,0.28116710875331563,0.44202194713674586,0.4864695374558169
"frozenset({'Question Type=Architecture', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",frozenset({'Presales Category=Solution Architecture'}),0.1288888888888889,0.4588888888888889,0.11777777777777777,0.9137931034482758,1.9913166903231192,1.0,0.05863209876543209,6.276888888888884,0.5714767038891028,0.2505910165484634,0.8406854067832612,0.5852258495449612
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture'})","frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",0.3111111111111111,0.4166666666666667,0.11777777777777777,0.37857142857142856,0.9085714285714285,1.0,-0.011851851851851877,0.9386973180076627,-0.1274561869357411,0.19307832422586518,-0.06530612244897965,0.3306190476190476
"frozenset({'Presales Category=Solution Architecture', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Question Type=Architecture', 'Question Complexity=High'})",0.18444444444444444,0.22444444444444445,0.11777777777777777,0.6385542168674698,2.845043540498628,1.0,0.07638024691358025,2.1457037037037034,0.7951776258290063,0.40458015267175573,0.5339524286256774,0.5816533460574973
"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High'})","frozenset({'Question Type=Architecture', 'Business Capability=Risk, compliance and identity control'})",0.3055555555555556,0.1288888888888889,0.11777777777777777,0.3854545454545454,2.990595611285266,1.0,0.07839506172839505,1.4174884944115713,0.9584905660377359,0.37192982456140344,0.2945269016697587,0.6496238244514105
"frozenset({'Question Type=Architecture', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High'})",0.1288888888888889,0.3055555555555556,0.11777777777777777,0.9137931034482758,2.990595611285266,1.0,0.07839506172839505,8.05555555555555,0.7641028109356949,0.37192982456140344,0.8758620689655171,0.6496238244514105
"frozenset({'Question Type=Architecture', 'Question Complexity=High'})","frozenset({'Presales Category=Solution Architecture', 'Business Capability=Risk, compliance and identity control'})",0.22444444444444445,0.18444444444444444,0.11777777777777777,0.5247524752475248,2.8450435404986285,1.0,0.07638024691358025,1.716064814814815,0.836189652376061,0.40458015267175573,0.41727142741522116,0.5816533460574973
"frozenset({'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture'})",0.4166666666666667,0.3111111111111111,0.11777777777777777,0.2826666666666666,0.9085714285714284,1.0,-0.011851851851851877,0.9603469640644361,-0.14712643678160947,0.19307832422586518,-0.04129032258064523,0.3306190476190476
frozenset({'Presales Category=Solution Architecture'}),"frozenset({'Question Type=Architecture', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",0.4588888888888889,0.1288888888888889,0.11777777777777777,0.25665859564164645,1.991316690323119,1.0,0.05863209876543209,1.1718856315598987,0.919995350819418,0.2505910165484634,0.14667440826209413,0.5852258495449612
frozenset({'Question Type=Architecture'}),"frozenset({'Presales Category=Solution Architecture', 'Question Complexity=High', 'Business Capability=Risk, compliance and identity control'})",0.3522222222222222,0.18444444444444444,0.11777777777777777,0.334384858044164,1.8129299532514918,1.0,0.05281234567901234,1.2252659294365456,0.6922230492896211,0.28116710875331563,0.18385064337840273,0.4864695374558169
"frozenset({'Business Capability=Risk, compliance and identity control'})","frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Question Complexity=High'})",0.4166666666666667,0.20333333333333334,0.11777777777777777,0.2826666666666666,1.3901639344262293,1.0,0.033055555555555546,1.1105947955390334,0.481132075471698,0.23451327433628316,0.09958158995815894,0.4309508196721311
frozenset({'Question Complexity=High'}),"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Business Capability=Risk, compliance and identity control'})",0.7666666666666667,0.11777777777777777,0.11777777777777777,0.15362318840579708,1.3043478260869563,1.0,0.027481481481481468,1.0423515981735159,0.9999999999999998,0.15362318840579708,0.040630818092213326,0.5768115942028985
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",frozenset({'Business Capability=Hybrid connectivity and network foundation'}),0.24555555555555555,0.23,0.11555555555555555,0.47058823529411764,2.046035805626598,1.0,0.05907777777777777,1.4544444444444444,0.6776509572901325,0.32098765432098764,0.3124522536287242,0.4865018471156578
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.15222222222222223,0.45666666666666667,0.11555555555555555,0.7591240875912408,1.6623155202727902,1.0,0.04604074074074073,2.2556565656565652,0.46996925093255365,0.2342342342342342,0.5566700998611794,0.5060827250608272
"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Question Type=Architecture'}),0.13111111111111112,0.3522222222222222,0.11555555555555555,0.8813559322033897,2.5022723627225574,1.0,0.0693753086419753,5.459841269841264,0.6909551445996459,0.31419939577039274,0.8168444922522311,0.6047158209912847
"frozenset({'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Hybrid connectivity and network foundation'})",frozenset({'Presales Category=Solution Architecture'}),0.13777777777777778,0.4588888888888889,0.11555555555555555,0.8387096774193548,1.8276966336014995,1.0,0.05233086419753086,3.3548888888888873,0.5252279936558286,0.24018475750577364,0.7019275352719082,0.5452628290244473
"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture'})","frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Hybrid connectivity and network foundation'})",0.3111111111111111,0.15888888888888889,0.11555555555555555,0.3714285714285714,2.3376623376623376,1.0,0.06612345679012345,1.3381313131313133,0.8306451612903225,0.32601880877742945,0.25268918663898843,0.5493506493506494
"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})","frozenset({'Question Type=Architecture', 'Business Capability=Hybrid connectivity and network foundation'})",0.31,0.17777777777777778,0.11555555555555555,0.37275985663082434,2.096774193548387,1.0,0.06044444444444444,1.3108571428571427,0.7580824972129321,0.31044776119402984,0.23714036617262418,0.5113799283154121
"frozenset({'Presales Category=Solution Architecture', 'Business Capability=Hybrid connectivity and network foundation'})","frozenset({'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",0.19111111111111112,0.2811111111111111,0.11555555555555555,0.6046511627906976,2.150932990164537,1.0,0.061832098765432095,1.8183660130718953,0.661506762468301,0.32398753894080995,0.4500557133100895,0.5078591782332935
"frozenset({'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})","frozenset({'Presales Category=Solution Architecture', 'Business Capability=Hybrid connectivity and network foundation'})",0.2811111111111111,0.19111111111111112,0.11555555555555555,0.41106719367588934,2.150932990164537,1.0,0.061832098765432095,1.3734824757643551,0.7443229104743787,0.32398753894080995,0.2719237284454676,0.5078591782332935
"frozenset({'Question Type=Architecture', 'Business Capability=Hybrid connectivity and network foundation'})","frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",0.17777777777777778,0.31,0.11555555555555555,0.6499999999999999,2.096774193548387,1.0,0.06044444444444444,1.9714285714285709,0.6361746361746362,0.31044776119402984,0.4927536231884057,0.5113799283154121
"frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Hybrid connectivity and network foundation'})","frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture'})",0.15888888888888889,0.3111111111111111,0.11555555555555555,0.7272727272727273,2.3376623376623376,1.0,0.06612345679012345,2.525925925925926,0.6803170409511228,0.32601880877742945,0.6041055718475073,0.5493506493506494
frozenset({'Presales Category=Solution Architecture'}),"frozenset({'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Hybrid connectivity and network foundation'})",0.4588888888888889,0.13777777777777778,0.11555555555555555,0.2518159806295399,1.8276966336014995,1.0,0.05233086419753086,1.1524199928083423,0.8369135997472753,0.24018475750577364,0.13226080227652826,0.5452628290244473
frozenset({'Question Type=Architecture'}),"frozenset({'Presales Category=Solution Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME', 'Business Capability=Hybrid connectivity and network foundation'})",0.3522222222222222,0.13111111111111112,0.11555555555555555,0.3280757097791798,2.502272362722558,1.0,0.0693753086419753,1.2931351069379236,0.9268043277477239,0.31419939577039274,0.22668559949010467,0.6047158209912847
frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Business Capability=Hybrid connectivity and network foundation'})",0.45666666666666667,0.15222222222222223,0.11555555555555555,0.2530413625304136,1.66231552027279,1.0,0.04604074074074073,1.134972855591748,0.7333058046248229,0.2342342342342342,0.11892165960337121,0.5060827250608272
frozenset({'Business Capability=Hybrid connectivity and network foundation'}),"frozenset({'Presales Category=Solution Architecture', 'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",0.23,0.24555555555555555,0.11555555555555555,0.502415458937198,2.046035805626598,1.0,0.05907777777777777,1.5162135922330096,0.6639610389610389,0.32098765432098764,0.34046231670615346,0.4865018471156578
"frozenset({'Question Intent=Request presales guidance', 'Question Type=Architecture', 'Presales Category=Solution Architecture'})",frozenset({'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'}),0.14444444444444443,0.45666666666666667,0.11,0.7615384615384616,1.6676024705221788,1.0,0.04403703703703704,2.2784946236559147,0.46792601338055884,0.22398190045248867,0.5611137328928741,0.5012071869736103
"frozenset({'Question Intent=Request presales guidance', 'Question Type=Architecture', 'Knowledge Gap=Public Documentation | Architecture Blueprint | Methodology | SME'})",frozenset({'Presales Category=Solution Architecture'}),0.1322222222222222,0.4588888888888889,0.11,0.8319327731092437,1.8129285612550106,1.0,0.0493246913580247,3.219611111111112,0.5167293938100597,0.22863741339491914,0.6894034821320726,0.5358211081042586
